StateNme,code,year,TX.VAL.FUEL.ZS.UN,kane,mie_init_2,mie_target_2,mie_init_4,mie_target_4,v2x_polyarchy,v2x_accountability,v2svstterr,e_gdp,e_gdppc,e_pop,e_pt_coup_attempts,v2ex_hogw,v2svindep,miller,opec,for_priv,dom_for_priv,dom_priv,dom_for_pub,dom_pub,revolutionaryleader,number,nsa,oil production - barrels,hog_right,leader_right,price,price_lagged1,rolling_mean_3,rolling_mean_5,milex,milper,cinc,event_x,log_gdppc,log_gdp,log_pop,troops_yj,prod_yj,right,share,cumulative_mean_share,id,ccode1,hostlev,days,price2023,event_y,tstart,tstop
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,88.29,0.0,65.0,66.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,88.29,0.0,66.0,67.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,90.64,0.0,67.0,68.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,94.95,0.0,68.0,69.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,91.62,0.0,69.0,70.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,95.75,0.0,70.0,71.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,91.9,0.0,71.0,72.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,91.9,0.0,72.0,73.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,91.9,0.0,73.0,74.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,88.59,0.0,74.0,75.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,91.71,0.0,75.0,76.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,84.0,0.0,76.0,77.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,86.33,0.0,77.0,78.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,78.84,0.0,78.0,79.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,78.84,0.0,79.0,80.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,78.84,0.0,80.0,81.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,66.35,0.0,81.0,82.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,69.82,0.0,82.0,83.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,71.8,0.0,83.0,84.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,80.08,0.0,84.0,85.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,77.0,0.0,85.0,86.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,77.0,0.0,86.0,87.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,77.0,0.0,87.0,88.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,82.25,0.0,88.0,89.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,81.43,0.0,89.0,90.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,82.32,0.0,90.0,91.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,82.29,0.0,91.0,92.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,79.15,0.0,92.0,93.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,79.15,0.0,93.0,94.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,79.15,0.0,94.0,95.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,74.72,0.0,95.0,96.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,75.56,0.0,96.0,97.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,82.71,0.0,97.0,98.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,83.02,0.0,98.0,99.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,79.05,0.0,99.0,100.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,79.05,0.0,100.0,101.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,79.05,0.0,101.0,102.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,74.79,0.0,102.0,103.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,77.63,0.0,103.0,104.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,72.69,0.0,104.0,105.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,72.39,0.0,105.0,106.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,69.73,0.0,106.0,107.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,69.73,0.0,107.0,108.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,69.73,0.0,108.0,109.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,73.32,0.0,109.0,110.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,68.77,0.0,110.0,111.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,70.13,0.0,111.0,112.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,70.13,0.0,112.0,113.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,75.42,0.0,113.0,114.0
Iraq,645.0,1990.0,,7.0,8.0,5.0,3.0,0.0,0.081,-1.298,94.6,11035.088,5.66,1949.998,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,2148.9479452054793,0.0,0.0,55.3297661676159,44.79853910179146,46.19357250521082,45.62620662642093,8610000.0,1390.0,0.01262417,,1.7334238922150915,9.30883529328523,7.575583625916241,0.17425221122363588,0.671931961982315,0.0,,0.3547611111111111,103.0,645.0,4.0,180.0,75.42,0.0,114.0,115.0
